bakim_carpani,t,O2_ub,glc_ub,organik_ub,h2o_ub,durum,buyume
1.5,0.54,1.7102000000000002,0.5423,0.05423000000000001,540.023,optimal,0.14510196314275312
1.5,0.56,1.7728000000000002,0.5622,0.056220000000000006,560.022,optimal,0.15042656035193805
1.5,0.58,1.8354,0.5821,0.05821,580.021,optimal,0.1557511575611222
1.5,0.6,1.898,0.602,0.060200000000000004,600.02,optimal,0.16107575477030675
1.5,0.62,1.9606,0.6219,0.06219,620.019,optimal,0.16640035197949254
1.5,0.64,2.0232,0.6418,0.06418,640.018,optimal,0.17172494918867592
1.5,0.66,2.0858,0.6617000000000001,0.06617,660.017,optimal,0.1770495463978613
1.5,0.68,2.1484,0.6816000000000001,0.06816000000000001,680.0160000000001,optimal,0.18237414360704576
1.5,0.7,2.211,0.7015,0.07015,700.015,optimal,0.1876987408162296
1.5,0.72,2.2736,0.7213999999999999,0.07214,720.014,optimal,0.19302333802541566
1.5,0.74,2.3362,0.7413,0.07413,740.013,optimal,0.19834793523459907
1.5,0.76,2.3988,0.7612,0.07612000000000001,760.012,optimal,0.20367253244378394
1.5,0.78,2.4614,0.7811,0.07811000000000001,780.011,optimal,0.208997129652969
1.5,0.8,2.524,0.801,0.0801,800.01,optimal,0.2143217268621522
1.5,0.82,2.5866,0.8209,0.08209,820.0089999999999,optimal,0.21964632407133794
1.5,0.84,2.6492,0.8408,0.08408,840.0079999999999,optimal,0.22497092128052298
1.5,0.86,2.7117999999999998,0.8607,0.08607000000000001,860.007,optimal,0.23029551848970628
1.5,0.88,2.7744,0.8806,0.08806,880.006,optimal,0.23562011569889135
1.5,0.9,2.837,0.9005,0.09005,900.005,optimal,0.24094471290807537
1.5,0.92,2.8996,0.9204,0.09204000000000001,920.004,optimal,0.24626931011725953
1.5,0.94,2.9621999999999997,0.9402999999999999,0.09403,940.0029999999999,optimal,0.2515939073264452
1.5,0.96,3.0248,0.9601999999999999,0.09602000000000001,960.002,optimal,0.25691850453562864
1.5,0.98,3.0873999999999997,0.9801,0.09801,980.001,optimal,0.2622431017448137
1.5,1.0,3.15,1.0,0.1,1000.0,optimal,0.2675676989539985
2.0,0.0,0.02,0.005,0.0005,0.05,optimal,0.0013378384947697111
2.0,0.02,0.0826,0.024900000000000002,0.00249,20.049000000000003,optimal,0.006662435703954669
2.0,0.04,0.1452,0.0448,0.00448,40.048,optimal,0.011987032913139215
2.0,0.06,0.20779999999999998,0.0647,0.00647,60.047,optimal,0.017311630122323965
2.0,0.08,0.27040000000000003,0.08460000000000001,0.00846,80.046,optimal,0.022636227331508312
2.0,0.1,0.333,0.10450000000000001,0.010450000000000001,100.045,optimal,0.027960824540692663
2.0,0.12,0.3956,0.1244,0.012440000000000001,120.044,optimal,0.033285421749877614
2.0,0.14,0.45820000000000005,0.1443,0.014430000000000002,140.04300000000003,optimal,0.03861001895906176
2.0,0.16,0.5208,0.1642,0.01642,160.04200000000003,optimal,0.04393461616824629
2.0,0.18,0.5834,0.18409999999999999,0.01841,180.04100000000003,optimal,0.04925921337743126
2.0,0.2,0.646,0.20400000000000001,0.0204,200.04000000000002,optimal,0.05458381058661583
2.0,0.22,0.7086,0.22390000000000002,0.02239,220.03900000000002,optimal,0.05990840779580076
2.0,0.24,0.7712,0.2438,0.024380000000000002,240.038,optimal,0.0652330050049849
2.0,0.26,0.8338,0.2637,0.02637,260.03700000000003,optimal,0.07055760221416943
2.0,0.28,0.8964000000000001,0.2836,0.028360000000000003,280.03600000000006,optimal,0.07588219942335359
2.0,0.3,0.959,0.3035,0.030350000000000002,300.035,optimal,0.08120679663253855
2.0,0.32,1.0216,0.3234,0.03234,320.03400000000005,optimal,0.08653139384172348
2.0,0.34,1.0842,0.34330000000000005,0.034330000000000006,340.0330000000001,optimal,0.09185599105090766
2.0,0.36,1.1468,0.36319999999999997,0.03632,360.03200000000004,optimal,0.0971805882600922
2.0,0.38,1.2094,0.3831,0.038310000000000004,380.031,optimal,0.10250518546927635
2.0,0.4,1.272,0.403,0.0403,400.03000000000003,optimal,0.10782978267846169
2.0,0.42,1.3346,0.4229,0.04229,420.029,optimal,0.11315437988764625
2.0,0.44,1.3972,0.4428,0.04428,440.028,optimal,0.11847897709682996
2.0,0.46,1.4598,0.4627,0.046270000000000006,460.02700000000004,optimal,0.12380357430601537
2.0,0.48,1.5224,0.4826,0.048260000000000004,480.026,optimal,0.12912817151519948
2.0,0.5,1.585,0.5025,0.05025,500.02500000000003,optimal,0.1344527687243844
2.0,0.52,1.6476,0.5224,0.05224,520.024,optimal,0.13977736593356815
2.0,0.54,1.7102000000000002,0.5423,0.05423000000000001,540.023,optimal,0.1451019631427527
2.0,0.56,1.7728000000000002,0.5622,0.056220000000000006,560.022,optimal,0.15042656035193724
2.0,0.58,1.8354,0.5821,0.05821,580.021,optimal,0.1557511575611222
2.0,0.6,1.898,0.602,0.060200000000000004,600.02,optimal,0.16107575477030708
2.0,0.62,1.9606,0.6219,0.06219,620.019,optimal,0.16640035197949132
2.0,0.64,2.0232,0.6418,0.06418,640.018,optimal,0.17172494918867592
2.0,0.66,2.0858,0.6617000000000001,0.06617,660.017,optimal,0.17704954639786002
2.0,0.68,2.1484,0.6816000000000001,0.06816000000000001,680.0160000000001,optimal,0.18237414360704576
2.0,0.7,2.211,0.7015,0.07015,700.015,optimal,0.18769874081622998
2.0,0.72,2.2736,0.7213999999999999,0.07214,720.014,optimal,0.19302333802541566
2.0,0.74,2.3362,0.7413,0.07413,740.013,optimal,0.19834793523459984
2.0,0.76,2.3988,0.7612,0.07612000000000001,760.012,optimal,0.2036725324437832
2.0,0.78,2.4614,0.7811,0.07811000000000001,780.011,optimal,0.208997129652969
2.0,0.8,2.524,0.801,0.0801,800.01,optimal,0.2143217268621522
2.0,0.82,2.5866,0.8209,0.08209,820.0089999999999,optimal,0.21964632407133716
2.0,0.84,2.6492,0.8408,0.08408,840.0079999999999,optimal,0.22497092128052298
2.0,0.86,2.7117999999999998,0.8607,0.08607000000000001,860.007,optimal,0.23029551848970548
2.0,0.88,2.7744,0.8806,0.08806,880.006,optimal,0.23562011569889052
2.0,0.9,2.837,0.9005,0.09005,900.005,optimal,0.24094471290807537
2.0,0.92,2.8996,0.9204,0.09204000000000001,920.004,optimal,0.24626931011725953
2.0,0.94,2.9621999999999997,0.9402999999999999,0.09403,940.0029999999999,optimal,0.25159390732644443
2.0,0.96,3.0248,0.9601999999999999,0.09602000000000001,960.002,optimal,0.2569185045356295
2.0,0.98,3.0873999999999997,0.9801,0.09801,980.001,optimal,0.2622431017448137
2.0,1.0,3.15,1.0,0.1,1000.0,optimal,0.26756769895399934
2.5,0.0,0.02,0.005,0.0005,0.05,optimal,0.0013378384947697111
2.5,0.02,0.0826,0.024900000000000002,0.00249,20.049000000000003,optimal,0.006662435703954669
2.5,0.04,0.1452,0.0448,0.00448,40.048,optimal,0.011987032913138603
2.5,0.06,0.20779999999999998,0.0647,0.00647,60.047,optimal,0.01731163012232356
2.5,0.08,0.27040000000000003,0.08460000000000001,0.00846,80.046,optimal,0.0226362273315077
2.5,0.1,0.333,0.10450000000000001,0.010450000000000001,100.045,optimal,0.02796082454069225
2.5,0.12,0.3956,0.1244,0.012440000000000001,120.044,optimal,0.033285421749877614
2.5,0.14,0.45820000000000005,0.1443,0.014430000000000002,140.04300000000003,optimal,0.03861001895906176
2.5,0.16,0.5208,0.1642,0.01642,160.04200000000003,optimal,0.04393461616824671
2.5,0.18,0.5834,0.18409999999999999,0.01841,180.04100000000003,optimal,0.04925921337743085
2.5,0.2,0.646,0.20400000000000001,0.0204,200.04000000000002,optimal,0.05458381058661621
2.5,0.22,0.7086,0.22390000000000002,0.02239,220.03900000000002,optimal,0.05990840779579996
2.5,0.24,0.7712,0.2438,0.024380000000000002,240.038,optimal,0.0652330050049849
2.5,0.26,0.8338,0.2637,0.02637,260.03700000000003,optimal,0.07055760221416862
2.5,0.28,0.8964000000000001,0.2836,0.028360000000000003,280.03600000000006,optimal,0.075882199423354
2.5,0.3,0.959,0.3035,0.030350000000000002,300.035,optimal,0.08120679663253894
2.5,0.32,1.0216,0.3234,0.03234,320.03400000000005,optimal,0.08653139384172309
2.5,0.34,1.0842,0.34330000000000005,0.034330000000000006,340.0330000000001,optimal,0.09185599105090766
2.5,0.36,1.1468,0.36319999999999997,0.03632,360.03200000000004,optimal,0.0971805882600922
2.5,0.38,1.2094,0.3831,0.038310000000000004,380.031,optimal,0.10250518546927635
2.5,0.4,1.272,0.403,0.0403,400.03000000000003,optimal,0.10782978267846169
2.5,0.42,1.3346,0.4229,0.04229,420.029,optimal,0.11315437988764583
2.5,0.44,1.3972,0.4428,0.04428,440.028,optimal,0.11847897709682996
2.5,0.46,1.4598,0.4627,0.046270000000000006,460.02700000000004,optimal,0.12380357430601457
2.5,0.48,1.5224,0.4826,0.048260000000000004,480.026,optimal,0.12912817151519948
2.5,0.5,1.585,0.5025,0.05025,500.02500000000003,optimal,0.1344527687243844
2.5,0.52,1.6476,0.5224,0.05224,520.024,optimal,0.139777365933569
2.5,0.54,1.7102000000000002,0.5423,0.05423000000000001,540.023,optimal,0.1451019631427527
2.5,0.56,1.7728000000000002,0.5622,0.056220000000000006,560.022,optimal,0.15042656035193602
2.5,0.58,1.8354,0.5821,0.05821,580.021,optimal,0.15575115756112265
2.5,0.6,1.898,0.602,0.060200000000000004,600.02,optimal,0.16107575477030753
2.5,0.62,1.9606,0.6219,0.06219,620.019,optimal,0.1664003519794909
2.5,0.64,2.0232,0.6418,0.06418,640.018,optimal,0.17172494918867592
2.5,0.66,2.0858,0.6617000000000001,0.06617,660.017,optimal,0.17704954639786002
2.5,0.68,2.1484,0.6816000000000001,0.06816000000000001,680.0160000000001,optimal,0.18237414360704576
2.5,0.7,2.211,0.7015,0.07015,700.015,optimal,0.18769874081622998
2.5,0.72,2.2736,0.7213999999999999,0.07214,720.014,optimal,0.19302333802541485
2.5,0.74,2.3362,0.7413,0.07413,740.013,optimal,0.19834793523459984
2.5,0.76,2.3988,0.7612,0.07612000000000001,760.012,optimal,0.2036725324437832
2.5,0.78,2.4614,0.7811,0.07811000000000001,780.011,optimal,0.20899712965296816
2.5,0.8,2.524,0.801,0.0801,800.01,optimal,0.214321726862153
2.5,0.82,2.5866,0.8209,0.08209,820.0089999999999,optimal,0.21964632407133716
2.5,0.84,2.6492,0.8408,0.08408,840.0079999999999,optimal,0.22497092128052218
2.5,0.86,2.7117999999999998,0.8607,0.08607000000000001,860.007,optimal,0.23029551848970467
2.5,0.88,2.7744,0.8806,0.08806,880.006,optimal,0.23562011569889052
2.5,0.9,2.837,0.9005,0.09005,900.005,optimal,0.24094471290807537
2.5,0.92,2.8996,0.9204,0.09204000000000001,920.004,optimal,0.24626931011725872
2.5,0.94,2.9621999999999997,0.9402999999999999,0.09403,940.0029999999999,optimal,0.25159390732644443
2.5,0.96,3.0248,0.9601999999999999,0.09602000000000001,960.002,optimal,0.2569185045356295
2.5,0.98,3.0873999999999997,0.9801,0.09801,980.001,optimal,0.26224310174481524
2.5,1.0,3.15,1.0,0.1,1000.0,optimal,0.26756769895399934
3.0,0.0,0.02,0.005,0.0005,0.05,optimal,0.0013378384947699156
3.0,0.02,0.0826,0.024900000000000002,0.00249,20.049000000000003,optimal,0.006662435703954055
3.0,0.04,0.1452,0.0448,0.00448,40.048,optimal,0.011987032913139007
3.0,0.06,0.20779999999999998,0.0647,0.00647,60.047,optimal,0.01731163012232315
3.0,0.08,0.27040000000000003,0.08460000000000001,0.00846,80.046,optimal,0.022636227331508108
3.0,0.1,0.333,0.10450000000000001,0.010450000000000001,100.045,optimal,0.02796082454069307
3.0,0.12,0.3956,0.1244,0.012440000000000001,120.044,optimal,0.033285421749876795
3.0,0.14,0.45820000000000005,0.1443,0.014430000000000002,140.04300000000003,optimal,0.03861001895906176
3.0,0.16,0.5208,0.1642,0.01642,160.04200000000003,optimal,0.043934616168247106
3.0,0.18,0.5834,0.18409999999999999,0.01841,180.04100000000003,optimal,0.04925921337743085
3.0,0.2,0.646,0.20400000000000001,0.0204,200.04000000000002,optimal,0.05458381058661583
3.0,0.22,0.7086,0.22390000000000002,0.02239,220.03900000000002,optimal,0.059908407795799534
3.0,0.24,0.7712,0.2438,0.024380000000000002,240.038,optimal,0.0652330050049853
3.0,0.26,0.8338,0.2637,0.02637,260.03700000000003,optimal,0.07055760221416943
3.0,0.28,0.8964000000000001,0.2836,0.028360000000000003,280.03600000000006,optimal,0.075882199423354
3.0,0.3,0.959,0.3035,0.030350000000000002,300.035,optimal,0.08120679663253894
3.0,0.32,1.0216,0.3234,0.03234,320.03400000000005,optimal,0.0865313938417227
3.0,0.34,1.0842,0.34330000000000005,0.034330000000000006,340.0330000000001,optimal,0.0918559910509081
3.0,0.36,1.1468,0.36319999999999997,0.03632,360.03200000000004,optimal,0.09718058826009258
3.0,0.38,1.2094,0.3831,0.038310000000000004,380.031,optimal,0.10250518546927635
3.0,0.4,1.272,0.403,0.0403,400.03000000000003,optimal,0.10782978267846169
3.0,0.42,1.3346,0.4229,0.04229,420.029,optimal,0.1131543798876446
3.0,0.44,1.3972,0.4428,0.04428,440.028,optimal,0.11847897709683099
3.0,0.46,1.4598,0.4627,0.046270000000000006,460.02700000000004,optimal,0.12380357430601457
3.0,0.48,1.5224,0.4826,0.048260000000000004,480.026,optimal,0.12912817151519948
3.0,0.5,1.585,0.5025,0.05025,500.02500000000003,optimal,0.13445276872438525
3.0,0.52,1.6476,0.5224,0.05224,520.024,optimal,0.1397773659335694
3.0,0.54,1.7102000000000002,0.5423,0.05423000000000001,540.023,optimal,0.1451019631427527
3.0,0.56,1.7728000000000002,0.5622,0.056220000000000006,560.022,optimal,0.15042656035193683
3.0,0.58,1.8354,0.5821,0.05821,580.021,optimal,0.155751157561121
3.0,0.6,1.898,0.602,0.060200000000000004,600.02,optimal,0.16107575477030753
3.0,0.62,1.9606,0.6219,0.06219,620.019,optimal,0.16640035197949007
3.0,0.64,2.0232,0.6418,0.06418,640.018,optimal,0.17172494918867592
3.0,0.66,2.0858,0.6617000000000001,0.06617,660.017,optimal,0.17704954639786089
3.0,0.68,2.1484,0.6816000000000001,0.06816000000000001,680.0160000000001,optimal,0.18237414360704576
3.0,0.7,2.211,0.7015,0.07015,700.015,optimal,0.18769874081622998
3.0,0.72,2.2736,0.7213999999999999,0.07214,720.014,optimal,0.193023338025414
3.0,0.74,2.3362,0.7413,0.07413,740.013,optimal,0.19834793523459907
3.0,0.76,2.3988,0.7612,0.07612000000000001,760.012,optimal,0.20367253244378394
3.0,0.78,2.4614,0.7811,0.07811000000000001,780.011,optimal,0.20899712965296816
3.0,0.8,2.524,0.801,0.0801,800.01,optimal,0.214321726862153
3.0,0.82,2.5866,0.8209,0.08209,820.0089999999999,optimal,0.21964632407133633
3.0,0.84,2.6492,0.8408,0.08408,840.0079999999999,optimal,0.22497092128052218
3.0,0.86,2.7117999999999998,0.8607,0.08607000000000001,860.007,optimal,0.23029551848970548
3.0,0.88,2.7744,0.8806,0.08806,880.006,optimal,0.23562011569889052
3.0,0.9,2.837,0.9005,0.09005,900.005,optimal,0.24094471290807537
3.0,0.92,2.8996,0.9204,0.09204000000000001,920.004,optimal,0.24626931011725872
3.0,0.94,2.9621999999999997,0.9402999999999999,0.09403,940.0029999999999,optimal,0.25159390732644366
3.0,0.96,3.0248,0.9601999999999999,0.09602000000000001,960.002,optimal,0.2569185045356295
3.0,0.98,3.0873999999999997,0.9801,0.09801,980.001,optimal,0.2622431017448137
3.0,1.0,3.15,1.0,0.1,1000.0,optimal,0.26756769895399934
3.5,0.0,0.02,0.005,0.0005,0.05,optimal,0.0013378384947699156
3.5,0.02,0.0826,0.024900000000000002,0.00249,20.049000000000003,optimal,0.006662435703954055
3.5,0.04,0.1452,0.0448,0.00448,40.048,optimal,0.011987032913139007
3.5,0.06,0.20779999999999998,0.0647,0.00647,60.047,optimal,0.01731163012232315
3.5,0.08,0.27040000000000003,0.08460000000000001,0.00846,80.046,optimal,0.022636227331508108
3.5,0.1,0.333,0.10450000000000001,0.010450000000000001,100.045,optimal,0.02796082454069307
3.5,0.12,0.3956,0.1244,0.012440000000000001,120.044,optimal,0.033285421749876795
3.5,0.14,0.45820000000000005,0.1443,0.014430000000000002,140.04300000000003,optimal,0.03861001895906176
3.5,0.16,0.5208,0.1642,0.01642,160.04200000000003,optimal,0.043934616168247106
3.5,0.18,0.5834,0.18409999999999999,0.01841,180.04100000000003,optimal,0.04925921337743085
3.5,0.2,0.646,0.20400000000000001,0.0204,200.04000000000002,optimal,0.05458381058661583
3.5,0.22,0.7086,0.22390000000000002,0.02239,220.03900000000002,optimal,0.059908407795799534
3.5,0.24,0.7712,0.2438,0.024380000000000002,240.038,optimal,0.0652330050049853
3.5,0.26,0.8338,0.2637,0.02637,260.03700000000003,optimal,0.07055760221416943
3.5,0.28,0.8964000000000001,0.2836,0.028360000000000003,280.03600000000006,optimal,0.075882199423354
3.5,0.3,0.959,0.3035,0.030350000000000002,300.035,optimal,0.08120679663253894
3.5,0.32,1.0216,0.3234,0.03234,320.03400000000005,optimal,0.0865313938417227
3.5,0.34,1.0842,0.34330000000000005,0.034330000000000006,340.0330000000001,optimal,0.09185599105090848
3.5,0.36,1.1468,0.36319999999999997,0.03632,360.03200000000004,optimal,0.0971805882600922
3.5,0.38,1.2094,0.3831,0.038310000000000004,380.031,optimal,0.10250518546927635
3.5,0.4,1.272,0.403,0.0403,400.03000000000003,optimal,0.10782978267846209
3.5,0.42,1.3346,0.4229,0.04229,420.029,optimal,0.11315437988764625
3.5,0.44,1.3972,0.4428,0.04428,440.028,optimal,0.11847897709683118
3.5,0.46,1.4598,0.4627,0.046270000000000006,460.02700000000004,optimal,0.12380357430601374
3.5,0.48,1.5224,0.4826,0.048260000000000004,480.026,optimal,0.12912817151519948
3.5,0.5,1.585,0.5025,0.05025,500.02500000000003,optimal,0.1344527687243844
3.5,0.52,1.6476,0.5224,0.05224,520.024,optimal,0.13977736593356857
3.5,0.54,1.7102000000000002,0.5423,0.05423000000000001,540.023,optimal,0.1451019631427535
3.5,0.56,1.7728000000000002,0.5622,0.056220000000000006,560.022,optimal,0.15042656035193683
3.5,0.58,1.8354,0.5821,0.05821,580.021,optimal,0.15575115756112265
3.5,0.6,1.898,0.602,0.060200000000000004,600.02,optimal,0.16107575477030675
3.5,0.62,1.9606,0.6219,0.06219,620.019,optimal,0.1664003519794909
3.5,0.64,2.0232,0.6418,0.06418,640.018,optimal,0.1717249491886751
3.5,0.66,2.0858,0.6617000000000001,0.06617,660.017,optimal,0.17704954639786172
3.5,0.68,2.1484,0.6816000000000001,0.06816000000000001,680.0160000000001,optimal,0.182374143607045
3.5,0.7,2.211,0.7015,0.07015,700.015,optimal,0.18769874081622998
3.5,0.72,2.2736,0.7213999999999999,0.07214,720.014,optimal,0.193023338025414
3.5,0.74,2.3362,0.7413,0.07413,740.013,optimal,0.19834793523459826
3.5,0.76,2.3988,0.7612,0.07612000000000001,760.012,optimal,0.2036725324437848
3.5,0.78,2.4614,0.7811,0.07811000000000001,780.011,optimal,0.20899712965296816
3.5,0.8,2.524,0.801,0.0801,800.01,optimal,0.2143217268621522
3.5,0.82,2.5866,0.8209,0.08209,820.0089999999999,optimal,0.21964632407133633
3.5,0.84,2.6492,0.8408,0.08408,840.0079999999999,optimal,0.2249709212805214
3.5,0.86,2.7117999999999998,0.8607,0.08607000000000001,860.007,optimal,0.23029551848970628
3.5,0.88,2.7744,0.8806,0.08806,880.006,optimal,0.23562011569889135
3.5,0.9,2.837,0.9005,0.09005,900.005,optimal,0.24094471290807537
3.5,0.92,2.8996,0.9204,0.09204000000000001,920.004,optimal,0.2462693101172604
3.5,0.94,2.9621999999999997,0.9402999999999999,0.09403,940.0029999999999,optimal,0.25159390732644443
3.5,0.96,3.0248,0.9601999999999999,0.09602000000000001,960.002,optimal,0.25691850453562864
3.5,0.98,3.0873999999999997,0.9801,0.09801,980.001,optimal,0.26224310174481447
3.5,1.0,3.15,1.0,0.1,1000.0,optimal,0.26756769895399934
4.0,0.0,0.02,0.005,0.0005,0.05,optimal,0.0013378384947699156
4.0,0.02,0.0826,0.024900000000000002,0.00249,20.049000000000003,optimal,0.006662435703954055
4.0,0.04,0.1452,0.0448,0.00448,40.048,optimal,0.011987032913139007
4.0,0.06,0.20779999999999998,0.0647,0.00647,60.047,optimal,0.01731163012232315
4.0,0.08,0.27040000000000003,0.08460000000000001,0.00846,80.046,optimal,0.022636227331508108
4.0,0.1,0.333,0.10450000000000001,0.010450000000000001,100.045,optimal,0.02796082454069307
4.0,0.12,0.3956,0.1244,0.012440000000000001,120.044,optimal,0.033285421749876795
4.0,0.14,0.45820000000000005,0.1443,0.014430000000000002,140.04300000000003,optimal,0.03861001895906176
