gen_id,durum
SRU_0239,cikarildi_gereksiz
SRU_0505,cikarildi_gereksiz
SRU_2255,cikarildi_gereksiz
SRU_2559,cikarildi_gereksiz
SRU_2099,cikarildi_gereksiz
SRU_2100,cikarildi_gereksiz
SRU_2218,cikarildi_gereksiz
SRU_1724,cikarildi_gereksiz
SRU_1969,cikarildi_gereksiz
SRU_0746,cikarildi_gereksiz
SRU_0276,cikarildi_gereksiz
SRU_1940,cikarildi_gereksiz
SRU_1237,cikarildi_gereksiz
SRU_2846,cikarildi_gereksiz
SRU_1133,cikarildi_gereksiz
SRU_0710,cikarildi_gereksiz
SRU_2306,cikarildi_gereksiz
SRU_1199,cikarildi_gereksiz
SRU_2171,cikarildi_gereksiz
SRU_0456,cikarildi_gereksiz
SRU_0671,cikarildi_gereksiz
SRU_0839,cikarildi_gereksiz
SRU_0905,cikarildi_gereksiz
SRU_0933,cikarildi_gereksiz
SRU_0986,cikarildi_gereksiz
SRU_1014,cikarildi_gereksiz
SRU_1282,cikarildi_gereksiz
SRU_1544,cikarildi_gereksiz
SRU_1557,cikarildi_gereksiz
SRU_1623,cikarildi_gereksiz
SRU_1664,cikarildi_gereksiz
SRU_1795,cikarildi_gereksiz
SRU_1832,cikarildi_gereksiz
SRU_1855,cikarildi_gereksiz
SRU_1963,cikarildi_gereksiz
SRU_2044,cikarildi_gereksiz
SRU_2334,cikarildi_gereksiz
SRU_2541,cikarildi_gereksiz
SRU_2802,cikarildi_gereksiz
SRU_2806,cikarildi_gereksiz
SRU_2807,cikarildi_gereksiz
SRU_1189,cikarildi_gereksiz
SRU_1495,cikarildi_gereksiz
SRU_0938,cikarildi_gereksiz
SRU_0431,cikarildi_gereksiz
SRU_0432,cikarildi_gereksiz
SRU_0022,cikarildi_gereksiz
SRU_0036,cikarildi_gereksiz
SRU_0037,cikarildi_gereksiz
SRU_0038,cikarildi_gereksiz
SRU_1030,cikarildi_gereksiz
SRU_1031,cikarildi_gereksiz
SRU_1034,cikarildi_gereksiz
SRU_1035,cikarildi_gereksiz
SRU_1036,cikarildi_gereksiz
SRU_1038,cikarildi_gereksiz
SRU_1039,cikarildi_gereksiz
SRU_1041,cikarildi_gereksiz
SRU_1042,cikarildi_gereksiz
SRU_1044,cikarildi_gereksiz
SRU_1045,cikarildi_gereksiz
SRU_1046,cikarildi_gereksiz
SRU_1047,cikarildi_gereksiz
SRU_1048,cikarildi_gereksiz
SRU_1049,cikarildi_gereksiz
SRU_1050,cikarildi_gereksiz
SRU_1051,cikarildi_gereksiz
SRU_1052,cikarildi_gereksiz
SRU_1053,cikarildi_gereksiz
