gen_id,durum
SRU_1198,tutuldu_gerekli
SRU_0969,tutuldu_gerekli
SRU_2657,tutuldu_gerekli
SRU_0685,tutuldu_gerekli
SRU_1411,tutuldu_gerekli
SRU_1667,tutuldu_gerekli
SRU_2695,tutuldu_gerekli
SRU_0382,tutuldu_gerekli
SRU_2658,tutuldu_gerekli
SRU_0419,tutuldu_gerekli
SRU_0824,tutuldu_gerekli
SRU_0041,tutuldu_gerekli
SRU_1480,tutuldu_gerekli
SRU_0727,tutuldu_gerekli
SRU_0561,tutuldu_gerekli
SRU_2197,tutuldu_gerekli
SRU_2301,tutuldu_gerekli
SRU_2147,tutuldu_gerekli
SRU_2184,tutuldu_gerekli
SRU_2342,tutuldu_gerekli
SRU_1363,tutuldu_gerekli
SRU_0682,tutuldu_gerekli
SRU_1080,tutuldu_gerekli
SRU_1435,tutuldu_gerekli
SRU_0576,tutuldu_gerekli
SRU_1966,tutuldu_gerekli
SRU_1616,tutuldu_gerekli
SRU_1081,tutuldu_gerekli
SRU_1684,tutuldu_gerekli
SRU_1820,tutuldu_gerekli
SRU_0828,tutuldu_gerekli
SRU_0486,tutuldu_gerekli
SRU_0487,tutuldu_gerekli
SRU_0313,tutuldu_gerekli
SRU_0314,tutuldu_gerekli
SRU_0322,tutuldu_gerekli
SRU_0323,tutuldu_gerekli
SRU_0423,tutuldu_gerekli
SRU_0424,tutuldu_gerekli
SRU_0569,tutuldu_gerekli
SRU_1501,tutuldu_gerekli
SRU_1620,tutuldu_gerekli
SRU_1621,tutuldu_gerekli
SRU_2060,tutuldu_gerekli
SRU_1353,tutuldu_gerekli
SRU_1223,tutuldu_gerekli
SRU_1502,tutuldu_gerekli
